Item name,Billed Qty,Product MRP,Sales Unit,Product Cost (without tax),Product Tax %,Profit Margin,Cumulative Profit Margin,,,,,Unique Items,Cumulative Profit Margin Unique,,SORTED Unique Items,Profit Margin Unique SORTED,,Cumulative Profit Margin,Cumulative Profit Margin Unique %,Cumulative Profit Margin Unique % SUM,Category,,,,
DOCOWISE PLUS CAPS,10,150,10,101.78,12,36.0064,1538317.947,,,,,,,,,,,,,,,,,,
DOCOWISE PLUS CAPS,10,150,10,101.78,12,36.0064,1538353.953,,,,,,,,,,,,,,,,,,
LINANAT 5MG TAB,10,150,10,101.78,12,36.0064,1538389.96,,,,,,,,,,,,,,,,,,
GLOCIN GEL 30GM,1,150,1,101.78,12,36.0064,1538425.966,,,,,,,,,,,,,,,,,,
KAIFLUK 400MG,4,150,4,101.78,12,36.0064,1538461.972,,,,,,,,,,,,,,,,,,
DOCOWISE PLUS CAPS,10,150,10,101.78,12,36.0064,1538497.979,,,,,,,,,,,,,,,,,,
ETOSHINE 90MG,10,150,10,101.78,12,36.0064,1538533.985,,,,,,,,,,,,,,,,,,
BEEPRED 4MG,15,150,15,101.78,12,36.0064,1538569.992,,,,,,,,,,,,,,,,,,
REMYLIN DX,10,150,10,101.78,12,36.0064,1538605.998,,,,,,,,,,,,,,,,,,
LINANAT 5MG TAB,10,150,10,101.78,12,36.0064,1538642.004,,,,,,,,,,,,,,,,,,
LINAPRIDE 5MG,10,150,10,101.78,12,36.0064,1538678.011,,,,,,,,,,,,,,,,,,
LINAPRIDE 5MG,10,150,10,101.78,12,36.0064,1538714.017,,,,,,,,,,,,,,,,,,
ZEN SALIC C 20GM,2,75,1,50.89,12,36.0064,1538750.024,,,,,,,,,,,,,,,,,,
BEEPRED 4MG,15,150,15,101.78,12,36.0064,1538786.03,,,,,,,,,,,,,,,,,,
PLACIDA,20,75,10,50.89,12,36.0064,1538822.036,,,,,,,,,,,,,,,,,,
TIZAN 2MG,10,150,10,101.78,12,36.0064,1538858.043,,,,,,,,,,,,,,,,,,
FLEXURA 400MG,10,150,10,101.78,12,36.0064,1538894.049,,,,,,,,,,,,,,,,,,
RAPROZ D,20,75,10,50.89,12,36.0064,1538930.056,,,,,,,,,,,,,,,,,,
EZACT 90MG TABS,10,150,10,101.78,12,36.0064,1538966.062,,,,,,,,,,,,,,,,,,
SENASOF,10,150,10,101.78,12,36.0064,1539002.068,,,,,,,,,,,,,,,,,,
TELMIKIND H,20,75,10,50.89,12,36.0064,1539038.075,,,,,,,,,,,,,,,,,,
LINANAT 5MG TAB,10,150,10,101.78,12,36.0064,1539074.081,,,,,,,,,,,,,,,,,,
SENASOF,10,150,10,101.78,12,36.0064,1539110.088,,,,,,,,,,,,,,,,,,
CHERICOF JUNIOR SYRUP,2,75,1,50.89,12,36.0064,1539146.094,,,,,,,,,,,,,,,,,,
ESM  F CREAM 10GM,1,150,1,101.78,12,36.0064,1539182.1,,,,,,,,,,,,,,,,,,
RAPROZ D,20,75,10,50.89,12,36.0064,1539218.107,,,,,,,,,,,,,,,,,,
RAPROZ D,20,75,10,50.89,12,36.0064,1539254.113,,,,,,,,,,,,,,,,,,
FLUCORT C 20GM,1,150,1,101.78,12,36.0064,1539290.12,,,,,,,,,,,,,,,,,,
MAHACEF PLUS,10,150,10,101.78,12,36.0064,1539326.126,,,,,,,,,,,,,,,,,,
LULIBET CREAM 15GM,1,150,1,101.78,12,36.0064,1539362.132,,,,,,,,,,,,,,,,,,
ETOSHINE 90MG,10,150,10,101.78,12,36.0064,1539398.139,,,,,,,,,,,,,,,,,,
DICALIS TAB 10'S,10,150,10,96.61,18,36.0002,1539434.139,,,,,,,,,,,,,,,,,,
CYRA FLORA,10,150,10,96.61,18,36.0002,1539470.139,,,,,,,,,,,,,,,,,,
DICALIS TAB 10'S,10,150,10,96.61,18,36.0002,1539506.139,,,,,,,,,,,,,,,,,,
DICALIS TAB 10'S,10,150,10,96.61,18,36.0002,1539542.14,,,,,,,,,,,,,,,,,,
TASIRON 15 CHEWABLE TAB,10,150,10,96.61,18,36.0002,1539578.14,,,,,,,,,,,,,,,,,,
DICALIS TAB 10'S,10,150,10,96.61,18,36.0002,1539614.14,,,,,,,,,,,,,,,,,,
VINCOMA LC,10,390,10,300,18,36,1539650.14,,,,,,,,,,,,,,,,,,
PRAZOPRESS XL 5MG,10,450,30,305.36,12,35.99893333,1539686.139,,,,,,,,,,,,,,,,,,
VOGS GM 2MG,20,112.5,15,76.34,12,35.99893333,1539722.138,,,,,,,,,,,,,,,,,,
PRAZOPRESS XL 5MG,10,450,30,305.36,12,35.99893333,1539758.137,,,,,,,,,,,,,,,,,,
PRAZOPRESS XL 5MG,10,450,30,305.36,12,35.99893333,1539794.136,,,,,,,,,,,,,,,,,,
SAMAHAN INSTANT PEYAVA,20,600,50,455.36,12,35.99872,1539830.134,,,,,,,,,,,,,,,,,,
SAMAHAN INSTANT PEYAVA,20,600,50,455.36,12,35.99872,1539866.133,,,,,,,,,,,,,,,,,,
REHEPTIN ,5,300,10,203.58,12,35.9952,1539902.128,,,,,,,,,,,,,,,,,,
REHEPTIN ,5,300,10,203.58,12,35.9952,1539938.124,,,,,,,,,,,,,,,,,,
REHEPTIN ,5,300,10,203.58,12,35.9952,1539974.119,,,,,,,,,,,,,,,,,,
REHEPTIN ,5,300,10,203.58,12,35.9952,1540010.114,,,,,,,,,,,,,,,,,,
REHEPTIN ,5,300,10,203.58,12,35.9952,1540046.109,,,,,,,,,,,,,,,,,,
REHEPTIN ,5,300,10,203.58,12,35.9952,1540082.104,,,,,,,,,,,,,,,,,,
REHEPTIN ,5,300,10,203.58,12,35.9952,1540118.1,,,,,,,,,,,,,,,,,,
INHALEX RESPUIES,1,150,1,101.79,12,35.9952,1540154.095,,,,,,,,,,,,,,,,,,
REHEPTIN ,5,300,10,203.58,12,35.9952,1540190.09,,,,,,,,,,,,,,,,,,
REHEPTIN ,5,300,10,203.58,12,35.9952,1540226.085,,,,,,,,,,,,,,,,,,
INHALEX RESPUIES,1,150,1,101.79,12,35.9952,1540262.08,,,,,,,,,,,,,,,,,,
REHEPTIN ,5,300,10,203.58,12,35.9952,1540298.076,,,,,,,,,,,,,,,,,,
MYACT 4MG,10,150,10,101.79,12,35.9952,1540334.071,,,,,,,,,,,,,,,,,,
INHALEX RESPUIES,1,150,1,101.79,12,35.9952,1540370.066,,,,,,,,,,,,,,,,,,
REHEPTIN ,5,300,10,203.58,12,35.9952,1540406.061,,,,,,,,,,,,,,,,,,
MYACT 4MG,10,150,10,101.79,12,35.9952,1540442.056,,,,,,,,,,,,,,,,,,
REHEPTIN ,5,300,10,203.58,12,35.9952,1540478.052,,,,,,,,,,,,,,,,,,
V WASH PLUS LOTION 100ML,1,180,1,122.04,18,35.9928,1540514.044,,,,,,,,,,,,,,,,,,
V WASH PLUS LOTION 100ML,1,180,1,122.04,18,35.9928,1540550.037,,,,,,,,,,,,,,,,,,
V WASH PLUS LOTION 100ML,1,180,1,122.04,18,35.9928,1540586.03,,,,,,,,,,,,,,,,,,
V WASH PLUS LOTION 100ML,1,180,1,122.04,18,35.9928,1540622.023,,,,,,,,,,,,,,,,,,
V WASH PLUS LOTION 100ML,1,180,1,122.04,18,35.9928,1540658.016,,,,,,,,,,,,,,,,,,
V WASH PLUS LOTION 100ML,1,180,1,122.04,18,35.9928,1540694.008,,,,,,,,,,,,,,,,,,
LAMITOR OD 50MG,10,149.95,10,101.75,12,35.99,1540729.998,,,,,,,,,,,,,,,,,,
NUMOIST SOAP,1,150,1,96.62,18,35.9884,1540765.987,,,,,,,,,,,,,,,,,,
EVION 600mg,30,51.7,10,35.45,12,35.988,1540801.975,,,,,,,,,,,,,,,,,,
REFRESH LIQUIGEL,1,198.8,1,145.37,12,35.9856,1540837.96,,,,,,,,,,,,,,,,,,
REFRESH LIQUIGEL,1,198.8,1,145.37,12,35.9856,1540873.946,,,,,,,,,,,,,,,,,,
REFRESH LIQUIGEL,1,198.8,1,145.37,12,35.9856,1540909.932,,,,,,,,,,,,,,,,,,
EMSITA M 50/500MG,10,149.9,10,101.72,12,35.9736,1540945.905,,,,,,,,,,,,,,,,,,
EMSITA M 50/500MG,10,149.9,10,101.72,12,35.9736,1540981.879,,,,,,,,,,,,,,,,,,
EMSITA M 50/500MG,10,149.9,10,101.72,12,35.9736,1541017.852,,,,,,,,,,,,,,,,,,
EMSITA M 50/500MG,10,149.9,10,101.72,12,35.9736,1541053.826,,,,,,,,,,,,,,,,,,
EMSITA M 50/500MG,10,149.9,10,101.72,12,35.9736,1541089.8,,,,,,,,,,,,,,,,,,
PAN 40MG,15,155,15,106.28,12,35.9664,1541125.766,,,,,,,,,,,,,,,,,,
PAN 40MG,15,155,15,106.28,12,35.9664,1541161.732,,,,,,,,,,,,,,,,,,
PAN 40MG,15,155,15,106.28,12,35.9664,1541197.699,,,,,,,,,,,,,,,,,,
PAN 40MG,15,155,15,106.28,12,35.9664,1541233.665,,,,,,,,,,,,,,,,,,
PAN 40MG,15,155,15,106.28,12,35.9664,1541269.632,,,,,,,,,,,,,,,,,,
PAN 40MG,15,155,15,106.28,12,35.9664,1541305.598,,,,,,,,,,,,,,,,,,
PAN 40MG,15,155,15,106.28,12,35.9664,1541341.564,,,,,,,,,,,,,,,,,,
PAN 40MG,15,155,15,106.28,12,35.9664,1541377.531,,,,,,,,,,,,,,,,,,
PAN 40MG,15,155,15,106.28,12,35.9664,1541413.497,,,,,,,,,,,,,,,,,,
PAN 40MG,15,155,15,106.28,12,35.9664,1541449.464,,,,,,,,,,,,,,,,,,
PAN 40MG,15,155,15,106.28,12,35.9664,1541485.43,,,,,,,,,,,,,,,,,,
PAN 40MG,15,155,15,106.28,12,35.9664,1541521.396,,,,,,,,,,,,,,,,,,
PAN 40MG,15,155,15,106.28,12,35.9664,1541557.363,,,,,,,,,,,,,,,,,,
PAN 40MG,15,155,15,106.28,12,35.9664,1541593.329,,,,,,,,,,,,,,,,,,
PAN 40MG,15,155,15,106.28,12,35.9664,1541629.296,,,,,,,,,,,,,,,,,,
PAN 40MG,15,155,15,106.28,12,35.9664,1541665.262,,,,,,,,,,,,,,,,,,
PAN 40MG,15,155,15,106.28,12,35.9664,1541701.228,,,,,,,,,,,,,,,,,,
PAN 40MG,15,155,15,106.28,12,35.9664,1541737.195,,,,,,,,,,,,,,,,,,
PAN 40MG,15,155,15,106.28,12,35.9664,1541773.161,,,,,,,,,,,,,,,,,,
PAN 40MG,15,155,15,106.28,12,35.9664,1541809.128,,,,,,,,,,,,,,,,,,
HHFEXO-M TAB,10,155,10,106.28,12,35.9664,1541845.094,,,,,,,,,,,,,,,,,,
CILACAR 20MG,10,149.89,10,101.72,12,35.9636,1541881.058,,,,,,,,,,,,,,,,,,
CILACAR 20MG,10,149.89,10,101.72,12,35.9636,1541917.021,,,,,,,,,,,,,,,,,,
AUTRIN,30,149.82,30,101.66,12,35.9608,1541952.982,,,,,,,,,,,,,,,,,,
GLYCINORM M 40mg,20,112.35,15,76.24,12,35.94826667,1541988.93,,,,,,,,,,,,,,,,,,
GLIPTAGREAT 50MG,30,74.85,15,50.79,12,35.9304,1542024.861,,,,,,,,,,,,,,,,,,
ARGIN GRANULES,2,49,1,27.71,12,35.9296,1542060.79,,,,,,,,,,,,,,,,,,
THERMOSEAL PROXA [NS],1,149.7,1,96.42,18,35.9244,1542096.715,,,,,,,,,,,,,,,,,,
THERMOSEAL PROXA [NS],1,149.7,1,96.42,18,35.9244,1542132.639,,,,,,,,,,,,,,,,,,
THERMOSEAL PROXA [NS],1,149.7,1,96.42,18,35.9244,1542168.563,,,,,,,,,,,,,,,,,,
THERMOSEAL PROXA [WS],1,149.7,1,96.42,18,35.9244,1542204.488,,,,,,,,,,,,,,,,,,
THERMOSEAL PROXA [NS],1,149.7,1,96.42,18,35.9244,1542240.412,,,,,,,,,,,,,,,,,,
THERMOSEAL PROXA [NS],1,149.7,1,96.42,18,35.9244,1542276.337,,,,,,,,,,,,,,,,,,
THERMOSEAL PROXA [NS],1,149.7,1,96.42,18,35.9244,1542312.261,,,,,,,,,,,,,,,,,,
NEBICARD 2.5MG,15,149.65,15,101.55,12,35.914,1542348.175,,,,,,,,,,,,,,,,,,
NEBICARD 2.5MG,15,149.65,15,101.55,12,35.914,1542384.089,,,,,,,,,,,,,,,,,,
MAGVITE,10,100,10,54.32,18,35.9024,1542419.991,,,,,,,,,,,,,,,,,,
COLOSPA RETARD,5,464.25,15,318.35,12,35.89933333,1542455.891,,,,,,,,,,,,,,,,,,
XYZAL SYP 60ML,1,149.5,1,101.44,12,35.8872,1542491.778,,,,,,,,,,,,,,,,,,
XYZAL SYP 60ML,1,149.5,1,101.44,12,35.8872,1542527.665,,,,,,,,,,,,,,,,,,
XYZAL SYP 60ML,1,149.5,1,101.44,12,35.8872,1542563.552,,,,,,,,,,,,,,,,,,
XYZAL SYP 60ML,1,149.5,1,101.44,12,35.8872,1542599.44,,,,,,,,,,,,,,,,,,
XYZAL SYP 60ML,1,149.5,1,101.44,12,35.8872,1542635.327,,,,,,,,,,,,,,,,,,
XYZAL SYP 60ML,1,149.5,1,101.44,12,35.8872,1542671.214,,,,,,,,,,,,,,,,,,
XYZAL SYP 60ML,1,149.5,1,101.44,12,35.8872,1542707.101,,,,,,,,,,,,,,,,,,
XYZAL SYP 60ML,1,149.5,1,101.44,12,35.8872,1542742.988,,,,,,,,,,,,,,,,,,
XYZAL SYP 60ML,1,149.5,1,101.44,12,35.8872,1542778.876,,,,,,,,,,,,,,,,,,
XYZAL SYP 60ML,1,149.5,1,101.44,12,35.8872,1542814.763,,,,,,,,,,,,,,,,,,
XYZAL SYP 60ML,1,149.5,1,101.44,12,35.8872,1542850.65,,,,,,,,,,,,,,,,,,
XYZAL SYP 60ML,1,149.5,1,101.44,12,35.8872,1542886.537,,,,,,,,,,,,,,,,,,
XYZAL SYP 60ML,1,149.5,1,101.44,12,35.8872,1542922.424,,,,,,,,,,,,,,,,,,
XYZAL SYP 60ML,1,149.5,1,101.44,12,35.8872,1542958.312,,,,,,,,,,,,,,,,,,
XYZAL SYP 60ML,1,149.5,1,101.44,12,35.8872,1542994.199,,,,,,,,,,,,,,,,,,
XYZAL SYP 60ML,1,149.5,1,101.44,12,35.8872,1543030.086,,,,,,,,,,,,,,,,,,
XYZAL SYP 60ML,1,149.5,1,101.44,12,35.8872,1543065.973,,,,,,,,,,,,,,,,,,
GLYCOMET 500MG,80,93.5,50,63.46,12,35.87968,1543101.853,,,,,,,,,,,,,,,,,,
ZAHA EYE OINT,1,149.5,1,101.45,12,35.876,1543137.729,,,,,,,,,,,,,,,,,,
ZAHA EYE OINT,1,149.5,1,101.45,12,35.876,1543173.605,,,,,,,,,,,,,,,,,,
ZAHA EYE OINT,1,149.5,1,101.45,12,35.876,1543209.481,,,,,,,,,,,,,,,,,,
TELEKAST 5MG,10,149.5,10,101.45,12,35.876,1543245.357,,,,,,,,,,,,,,,,,,
TELEKAST 5MG,10,149.5,10,101.45,12,35.876,1543281.233,,,,,,,,,,,,,,,,,,
ZAHA EYE OINT,1,149.5,1,101.45,12,35.876,1543317.109,,,,,,,,,,,,,,,,,,
PIRITON CS 100ml,1,113.5,1,69.31,12,35.8728,1543352.982,,,,,,,,,,,,,,,,,,
PIRITON CS 100ml,1,113.5,1,69.31,12,35.8728,1543388.854,,,,,,,,,,,,,,,,,,
PIRITON CS 100ml,1,113.5,1,69.31,12,35.8728,1543424.727,,,,,,,,,,,,,,,,,,
PANKAJAKASTHURI ZINGIVIR-H TAB 30'S,1,360,1,289.4,12,35.872,1543460.599,,,,,,,,,,,,,,,,,,
CEPODEM 200MG,6,189,10,115.42,12,35.83776,1543496.437,,,,,,,,,,,,,,,,,,
CEPODEM 200MG,6,189,10,115.42,12,35.83776,1543532.275,,,,,,,,,,,,,,,,,,
CEPODEM 200MG,6,189,10,115.42,12,35.83776,1543568.112,,,,,,,,,,,,,,,,,,
CEPODEM 200MG,6,189,10,115.42,12,35.83776,1543603.95,,,,,,,,,,,,,,,,,,
CEPODEM 200MG,6,189,10,115.42,12,35.83776,1543639.788,,,,,,,,,,,,,,,,,,
NEUROBION FORTE TAB 30'S,120,38.1,30,26.02,12,35.8304,1543675.618,,,,,,,,,,,,,,,,,,
CETANIL CT TAB,10,149.25,10,101.28,12,35.8164,1543711.435,,,,,,,,,,,,,,,,,,
SMUTH SUS 100ML,1,149.25,1,101.28,12,35.8164,1543747.251,,,,,,,,,,,,,,,,,,
SMUTH SUS 100ML,1,149.25,1,101.28,12,35.8164,1543783.068,,,,,,,,,,,,,,,,,,
PHENSEDYL T SYP 100ML,1,154.39,1,105.87,12,35.8156,1543818.883,,,,,,,,,,,,,,,,,,
ROZTOR 10MG,2,81,1,56.34,12,35.7984,1543854.682,,,,,,,,,,,,,,,,,,
ROZTOR 10MG,2,81,1,56.34,12,35.7984,1543890.48,,,,,,,,,,,,,,,,,,
ROZTOR 10MG,2,81,1,56.34,12,35.7984,1543926.278,,,,,,,,,,,,,,,,,,
GLIMESTAR M1,20,69.9,10,46.43,12,35.7968,1543962.075,,,,,,,,,,,,,,,,,,
GLIMESTAR M1,20,69.9,10,46.43,12,35.7968,1543997.872,,,,,,,,,,,,,,,,,,
OMEE,20,61.87,20,23.28,12,35.7964,1544033.668,,,,,,,,,,,,,,,,,,
MET SMALL 500MG,80,54,28,37.03,12,35.78971429,1544069.458,,,,,,,,,,,,,,,,,,
VALEMBIC 80AM,2,74.6,1,50.63,12,35.7888,1544105.247,,,,,,,,,,,,,,,,,,
DELTONE 30MG CAP,10,149.1,10,101.18,12,35.7784,1544141.025,,,,,,,,,,,,,,,,,,
GELUSIL MPS TAB,60,21.88,15,11.55,12,35.776,1544176.801,,,,,,,,,,,,,,,,,,
GELUSIL MPS TAB,60,21.88,15,11.55,12,35.776,1544212.577,,,,,,,,,,,,,,,,,,
GELUSIL MPS TAB,60,21.88,15,11.55,12,35.776,1544248.353,,,,,,,,,,,,,,,,,,
CALCIMAX D 1000MG,15,359,30,243.61,18,35.7701,1544284.123,,,,,,,,,,,,,,,,,,
OSSOPAN D 200ML,1,149,1,101.11,12,35.7568,1544319.88,,,,,,,,,,,,,,,,,,
ZOTOBAC GEL 20GM,1,149,1,101.11,12,35.7568,1544355.637,,,,,,,,,,,,,,,,,,
HOMISURE D3 TAB,10,149,10,101.11,12,35.7568,1544391.394,,,,,,,,,,,,,,,,,,
IFPAYNS LINIMENT 30ML,1,149,1,101.11,12,35.7568,1544427.151,,,,,,,,,,,,,,,,,,
SULPITAC 100MG,10,149,10,101.11,12,35.7568,1544462.907,,,,,,,,,,,,,,,,,,
NUROKIND G,10,149,10,101.11,12,35.7568,1544498.664,,,,,,,,,,,,,,,,,,
SULPITAC 100MG,10,149,10,101.11,12,35.7568,1544534.421,,,,,,,,,,,,,,,,,,
SULPITAC 100MG,10,149,10,101.11,12,35.7568,1544570.178,,,,,,,,,,,,,,,,,,
OVERZYME SYP 200ML,1,149,1,95.97,18,35.7554,1544605.933,,,,,,,,,,,,,,,,,,
DERMADEW SOAP 75GM,1,149,1,95.97,18,35.7554,1544641.689,,,,,,,,,,,,,,,,,,
DERMADEW SOAP 75GM,1,149,1,95.97,18,35.7554,1544677.444,,,,,,,,,,,,,,,,,,
ENZAR FORTE,15,148.95,15,101.07,12,35.7516,1544713.196,,,,,,,,,,,,,,,,,,
REXIDINE PLUS MOUTH RINSE 175M,1,154,1,105.6,12,35.728,1544748.924,,,,,,,,,,,,,,,,,,
REXIDINE PLUS MOUTH RINSE 175M,1,154,1,105.6,12,35.728,1544784.652,,,,,,,,,,,,,,,,,,
DIGEPLEX T,10,148.8,10,100.97,12,35.7136,1544820.365,,,,,,,,,,,,,,,,,,
DIGEPLEX T,10,148.8,10,100.97,12,35.7136,1544856.079,,,,,,,,,,,,,,,,,,
REVLIN M,10,148.79,10,100.97,12,35.7036,1544891.782,,,,,,,,,,,,,,,,,,
CLOHEX M/W 100ml,1,148.75,1,100.94,12,35.6972,1544927.48,,,,,,,,,,,,,,,,,,
CLOHEX M/W 100ml,1,148.75,1,100.94,12,35.6972,1544963.177,,,,,,,,,,,,,,,,,,
CLOHEX M/W 100ml,1,148.75,1,100.94,12,35.6972,1544998.874,,,,,,,,,,,,,,,,,,
ENZOMAC,6,371.8,15,252.29,12,35.69408,1545034.568,,,,,,,,,,,,,,,,,,
ENZOMAC,6,371.8,15,252.29,12,35.69408,1545070.262,,,,,,,,,,,,,,,,,,
ENZOMAC,6,371.8,15,252.29,12,35.69408,1545105.956,,,,,,,,,,,,,,,,,,
ENZOMAC,6,371.8,15,252.29,12,35.69408,1545141.65,,,,,,,,,,,,,,,,,,
ENZOMAC,6,371.8,15,252.29,12,35.69408,1545177.344,,,,,,,,,,,,,,,,,,
ENZOMAC,6,371.8,15,252.29,12,35.69408,1545213.039,,,,,,,,,,,,,,,,,,
GLYCIPHAGE,80,37.15,20,25.21,12,35.6592,1545248.698,,,,,,,,,,,,,,,,,,
GLYCIPHAGE,80,37.15,20,25.21,12,35.6592,1545284.357,,,,,,,,,,,,,,,,,,
ZIPSYDON 20MG,15,99,10,67.17,12,35.6544,1545320.011,,,,,,,,,,,,,,,,,,
JUSTOZA 10MG,15,99,10,67.17,12,35.6544,1545355.666,,,,,,,,,,,,,,,,,,
ZIPSYDON 20MG,15,99,10,67.17,12,35.6544,1545391.32,,,,,,,,,,,,,,,,,,
ZIPSYDON 20MG,15,99,10,67.17,12,35.6544,1545426.975,,,,,,,,,,,,,,,,,,
TELMA H 80MG,5,461,15,316.12,12,35.64853333,1545462.623,,,,,,,,,,,,,,,,,,
TELMA H 80MG,5,461,15,316.12,12,35.64853333,1545498.272,,,,,,,,,,,,,,,,,,
VITANOVA GRANULES,2,48.6,1,27.48,12,35.6448,1545533.916,,,,,,,,,,,,,,,,,,
ZOMELISMET 50/500MG 15'S,1,148.5,1,100.77,12,35.6376,1545569.554,,,,,,,,,,,,,,,,,,
ZOMELIS 15'S,1,148.5,1,100.77,12,35.6376,1545605.192,,,,,,,,,,,,,,,,,,
ZOMELISMET 50/500MG 15'S,1,148.5,1,100.77,12,35.6376,1545640.829,,,,,,,,,,,,,,,,,,
LYSER FORTE,10,148.5,10,100.77,12,35.6376,1545676.467,,,,,,,,,,,,,,,,,,
ZENFLOX PLUS,10,148.5,10,100.77,12,35.6376,1545712.104,,,,,,,,,,,,,,,,,,
ZOMELIS 15'S,1,148.5,1,100.77,12,35.6376,1545747.742,,,,,,,,,,,,,,,,,,
TELMED AM ,10,148.5,10,100.77,12,35.6376,1545783.38,,,,,,,,,,,,,,,,,,
ZOMELISMET 50/500MG 15'S,1,148.5,1,100.77,12,35.6376,1545819.017,,,,,,,,,,,,,,,,,,
CALPURE D,15,148.5,15,100.77,12,35.6376,1545854.655,,,,,,,,,,,,,,,,,,
CALPURE D,15,148.5,15,100.77,12,35.6376,1545890.292,,,,,,,,,,,,,,,,,,
ZOMELISMET 50/500MG 15'S,1,148.5,1,100.77,12,35.6376,1545925.93,,,,,,,,,,,,,,,,,,
ZOMELIS 15'S,1,148.5,1,100.77,12,35.6376,1545961.568,,,,,,,,,,,,,,,,,,
ZOMELIS 15'S,1,148.5,1,100.77,12,35.6376,1545997.205,,,,,,,,,,,,,,,,,,
ZOMELISMET 50/500MG 15'S,1,148.5,1,100.77,12,35.6376,1546032.843,,,,,,,,,,,,,,,,,,
ZOMELIS 15'S,1,148.5,1,100.77,12,35.6376,1546068.48,,,,,,,,,,,,,,,,,,
ZOMELISMET 50/500MG 15'S,1,148.5,1,100.77,12,35.6376,1546104.118,,,,,,,,,,,,,,,,,,
ZENFLOX PLUS,10,148.5,10,100.77,12,35.6376,1546139.756,,,,,,,,,,,,,,,,,,
TELMED AM ,10,148.5,10,100.77,12,35.6376,1546175.393,,,,,,,,,,,,,,,,,,
ZOMELISMET 50/500MG 15'S,1,148.5,1,100.77,12,35.6376,1546211.031,,,,,,,,,,,,,,,,,,
TELMED AM ,10,148.5,10,100.77,12,35.6376,1546246.668,,,,,,,,,,,,,,,,,,
STIMULIV TAB,1,148.5,1,100.77,12,35.6376,1546282.306,,,,,,,,,,,,,,,,,,
ZOMELISMET 50/500MG 15'S,1,148.5,1,100.77,12,35.6376,1546317.944,,,,,,,,,,,,,,,,,,
CALPURE D,15,148.5,15,100.77,12,35.6376,1546353.581,,,,,,,,,,,,,,,,,,
CALPURE D,15,148.5,15,100.77,12,35.6376,1546389.219,,,,,,,,,,,,,,,,,,
TELMED AM ,10,148.5,10,100.77,12,35.6376,1546424.856,,,,,,,,,,,,,,,,,,
TELMED AM ,10,148.5,10,100.77,12,35.6376,1546460.494,,,,,,,,,,,,,,,,,,
TELMED AM ,10,148.5,10,100.77,12,35.6376,1546496.132,,,,,,,,,,,,,,,,,,
CALPURE D,15,148.5,15,100.77,12,35.6376,1546531.769,,,,,,,,,,,,,,,,,,
HYTRIN 2mg,5,296.94,10,201.5,12,35.63,1546567.399,,,,,,,,,,,,,,,,,,
ZUKANORM M 500MG,20,74.25,10,50.39,12,35.6264,1546603.026,,,,,,,,,,,,,,,,,,
ZUKANORM M 500MG,20,74.25,10,50.39,12,35.6264,1546638.652,,,,,,,,,,,,,,,,,,
ZUKANORM M 500MG,20,74.25,10,50.39,12,35.6264,1546674.278,,,,,,,,,,,,,,,,,,
GLYCINORM 40mg,30,49.45,10,33.55,12,35.622,1546709.9,,,,,,,,,,,,,,,,,,
GLYCINORM 40mg,30,49.45,10,33.55,12,35.622,1546745.522,,,,,,,,,,,,,,,,,,
SORBILINE 200 ML,1,153.5,1,105.25,12,35.62,1546781.142,,,,,,,,,,,,,,,,,,
SCALPE PRO 100ML,1,185,1,126.6,18,35.612,1546816.754,,,,,,,,,,,,,,,,,,
SCALPE PRO 100ML,1,185,1,126.6,18,35.612,1546852.366,,,,,,,,,,,,,,,,,,
PINOM 40MG,7,317.9,15,215.72,12,35.60368,1546887.97,,,,,,,,,,,,,,,,,,
POLARAMINE 2MG,60,24.7,10,16.76,12,35.5728,1546923.543,,,,,,,,,,,,,,,,,,
CHYMORAL FORTE,7,423.4,20,287.31,12,35.56448,1546959.107,,,,,,,,,,,,,,,,,,
AB PHYLLINE,10,148.2,10,100.57,12,35.5616,1546994.669,,,,,,,,,,,,,,,,,,
CANMIK,10,150,10,96.99,18,35.5518,1547030.221,,,,,,,,,,,,,,,,,,
CANMIK,10,150,10,96.99,18,35.5518,1547065.773,,,,,,,,,,,,,,,,,,
CANMIK,10,150,10,96.99,18,35.5518,1547101.324,,,,,,,,,,,,,,,,,,
TIMOLEN 0.5 E/D 5ML,2,74.05,1,50.25,12,35.54,1547136.864,,,,,,,,,,,,,,,,,,
TELMA 40MG,20,222.1,30,150.71,12,35.53653333,1547172.401,,,,,,,,,,,,,,,,,,
TELMA 40MG,20,222.1,30,150.71,12,35.53653333,1547207.937,,,,,,,,,,,,,,,,,,
TELMA 40MG,20,222.1,30,150.71,12,35.53653333,1547243.474,,,,,,,,,,,,,,,,,,
DELETUS D 100ML,1,114.95,1,70.91,12,35.5308,1547279.005,,,,,,,,,,,,,,,,,,
CLAVAM FORTE SYP,1,148,1,100.42,12,35.5296,1547314.534,,,,,,,,,,,,,,,,,,
CLAVAM FORTE SYP,1,148,1,100.42,12,35.5296,1547350.064,,,,,,,,,,,,,,,,,,
NADOXIN CREAM,1,148,1,100.42,12,35.5296,1547385.594,,,,,,,,,,,,,,,,,,
NADOXIN CREAM,1,148,1,100.42,12,35.5296,1547421.123,,,,,,,,,,,,,,,,,,
NADOXIN CREAM,1,148,1,100.42,12,35.5296,1547456.653,,,,,,,,,,,,,,,,,,
DOLOWIN FORTE,10,148,10,100.42,12,35.5296,1547492.182,,,,,,,,,,,,,,,,,,
